	post	class	original_id
1416	As China ramps up efforts to control the narrative around the Chinese coronavirus outbreak, it is also expanding its efforts to leverage online platforms to track down people who dare to speak out. #fuckChina https://t.co/v2yMOAm1ZI	2	1232124763448823808
1417	"@IndoPac_Info That's Great! Who wants to buy  a ""F China""  Bumper sticker? #ChineseVirus #BoycottChina #COVID19 #ItCameFromCHINA"	0	1243426849826340865
1418	DEPUTY SWEDISH CBANK GOVERNOR FLODEN HAS TESTED POSITIVE FOR CORONAVIRUS - NEWS AGENCY TT	0	1237007578900713475
1419	Chinese Virus? And yet his followers still find ways to try and defend that he is not racist https://t.co/JIYcCiJ5mp https://t.co/m3p3PkJU6u	0	1239693358634680320
1420	Coronavirus: French Asians hit back at racism with 'I'm not a virus' https://t.co/9b7xDd8gjr  #IamNotAVirus #JeNeSuisPasUnVirus	1	1230278406647889920
1421	It's important to call your health care provider and not just go into a doctor's office without an appointment, the… https://t.co/gRjH5TIuNP	0	1234589935136583685
1422	@moronhumor It's Chinese Virus and China should be punished for this.. #ChineseVirus19 #BoycottChina #ChineseVirus	0	1243060412632821760
1423	@David_Leavitt If you think calling it the Chinese virus is racist, just wait till you hear about Ebola!!!	0	1239873523847434243
1424	@cchukudebelu @iamBestGreen If they hear that west African weather is presently the only cure for Corona virus, do… https://t.co/Y4yejo4WDa	0	1234216539890634753
1425	Oh shit, time to buy a mask and some hardcore hand disinfectant 😷	0	1230599046982553600
1426	This confirms what I've been saying for mf weeks 🗣🗣  Influenza A H1N1(pdm09) is the fucking coronavirus ❗ Yall still aint listening to me though   #COVID19 #coronavirusus #Pencedemic #COVID2019 #CoronaVirusUpdates #flu #wuflu #nCoV19 #coronavirususa   https://t.co/g3ZDuWXjaA	0	1233591503588642817
1427	@SkyNews @Independent @Channel4News @itvnews @BBCNews @BorisJohnson @10DowningStreet @Conservatives @patel4witham S… https://t.co/ZNnEV0PJhF	0	1227490284423958529
1428	that British couple on the coronavirus cruise ship who thought because they vote Tory that the government should get Richard Branson to come and rescue them though 👌 when will you people realise that the Tories don't give a fuck about you? the rich are not on your side.	0	1230391249112305664
1429	@dpIGqWEmkTGM1HA @bigboobyforlyf @gogoakback @bikash63 @vikaspandey7391 Stfu chink y'all suck mudafakaas..	2	1244262797170446339
1430	Fuck #China 🇨🇳🖕🏿 #COVID19  #ChineseVirus	2	1244899410724761601
1431	Use #ChineseVirus instead of Corona Or Covid 19. It's a #CHINA_VIRUS	0	1243418747383083009
1432	#ChinaLiedPeopleDie #ChineseVirus19 #WuhanVirus #ChineseCoronavirus....#ChinaGovernment has blood on its hands. #Lockdown economically crippling many but many countries..now how dare they say they helping globally? #China to be #Sanctioned by every country. People dying, ppl sick	2	1244625230473179136
1433	@Hart082292 @RajRajsingh84 @CCTV Hey Shit Chinese please listen what world wants to you #ChinaLiedPeopleDied  #ChineseVirusCorona https://t.co/f0POgZSLF0	2	1245076863661174784
1434	You don’t have the courage to say this shit in the middle of Chinatown, which is in the 34th. Eat shit.	0	1233621206047154177
1435	The @biggovvirus live stream is being attacked by the CCP.  Fuck you pinko commie badtards!!!!  #WOLVERINES #coronavirustruth #coronavirus.	2	1230323412096208897
1436	People have got to STOP calling this the Chinese Virus! It’s racist as hell &amp; gets people of Asian decent who were born in America beat up &amp; killed! Shows that @realDonaldTrump is a RACIST THUG! He “says” he does, but how do we know! Charges Secret Service Double @ his Hotels!	1	1246190880639385606
1437	Super cute video with an important message to @washthehate https://t.co/Hxcs7OcBLO #Becool2Asians FFS ❤️	1	1246022058775117825
1438	"@realDonaldTrump It's not a ""Chinese"" virus Sir, with all due respect."	0	1240236951132950530
1439	@Hilarx This is a great reminder. I hope that it doesn’t spread to my town of Spokane but we are getting 5 patients at our local hospital in Spokane that have the Coronavirus. Thankfully the hospital is equipped to handle them. https://t.co/vNySTw4IAN	0	1230613636160221184
1440	"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk"	1	1247548685631639554
1441	Imports from China  1- Fireworks 2- Paper umbrellas for cocktails 3-Nothing else Wake up and stop trade with China Exports only and when they fuck with us we cut them off. #ChinaLiedPeopleDied 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	2	1244782733810757633
1442	“[In] Chinese Communist Party journal articles talking about China emerging as a cyber superpower, it’s very explic… https://t.co/VpZjB17MrY	0	1223755796690767873
1443	Funniest shit about Americans complaining about China’s handling of coronavirus is that if the virus started in America, the US would’ve been wiped out bc of all the boomers demanding they be let out of quarantine bc they’ll miss their tequila bingo night	0	1230286257445462016
1444	The #ChinaVirus morphing into just another form of racial socialism. In a diverse society, whitey always must pay!	0	1246150567015124992
1445	.@GoHealio Thanks for Q&amp;A interview re: #COVID19 #PrimaryCare w/ discussion re: anti-Asian racism, bigotry, &amp; discrimination. #IAmNotAVirus #FactsNotFear @ACPinternists @IDSAInfo @ACPMAChapter #IMProud #IDTwitter #MedTwitter (Views in Q&amp;A my own only.) #NoMoreAntiAsianRacism https://t.co/6abPxtoWcm	1	1237707569164095488
1446	#BREAKING: Iraq suspends all flights to Iran due to coronavirus outbreak in country which killed 9 people. https://t.co/ewsOJZLjCX	0	1230526391067660288
1447	We need help each other. No matter what color and creed, country, nation. Otherwise we are too vulnerable to microbes. Microbes kill us as easily as we kill any animal.#WuhanVirus #coronavirusuk #italylockdown #uscoronavirus #Koreancoronavrius	1	1238037112236019712
1448	Get ready for another fucking virus.  Wuhan Wet Market Reopens, Wild Animals for Sale https://t.co/i7WWbUIIqa	0	1245956914422267905
1449	If I could take a time machine back six months I wouldn't have stopped most things, including the Wuhan Lab-rat Bat-fuck bio-weapon virus or any personal hurts, but I'd damn well put a stop to that fucking Bob Dylan song with all the ardor left in my now ever-shrinking testicles.	0	1245442840714502145
1450	Chinese people be weird af... now there’s going to be another virus outbreak cuz these fucks like to eat weird shit	2	1246113461018468353
1451	Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon | Zero Hedge https://t.co/mdc7ClXmOZ	0	1230611325585436675
1452	It feels really important to meet friends and go out for Chinese food right now. 💚💚💚 #IamNotAVirus	1	1224446854961610752
1453	This is sad. Stop making fun of other’s race, China people.  #RacismIsAVirus #China #Africa https://t.co/CcKaHYTBWt	0	1248600972118519813
1454	#ChinaVirus , China made it and spread it, this is China ’s glory  #Cina Origin Virus ID-19 #WuhanVirus #WuhanCoronavirus #CinaVirus #CinaCoronavirus #武汉肺炎 #中国肺炎 #武汉病毒 #中国病毒 #Execute #To Be No.1	2	1238023757324636160
1455	@TomTugendhat @itvnews @Channel4News @HouseofCommons @vicderbyshire @afneil @AndrewMarr9 @PaulBrandITV @govuk @10DowningStreet @MattHancock @UKHouseofLords Yet Tory gov just focused on kissing #CCP ass &amp; never really taken this #ccpvirus seriously till now. Blood on their hands	0	1245120735720419333
1456	Considering there is no such thing as the Chinese Virus https://t.co/3GSJotpCoZ	2	1240249901407232000
1457	Discrimination is not okay no matter what the cause. With tensions high from #COVID19, many Asian Americans are taking to social media with campaigns like #WashTheHate, #RacismIsAVirus, and #IAmNotCOVID19 to empower communities and fight back.  https://t.co/VOXgcPpHny	1	1247987218104418307
1458	@dtboyd Launched @becool2asians hello post and mobilizing more volunteers to help combat hate against Asians with love!	1	1243571088606375936
1459	@realDonaldTrump I am a Chinese and I’d rather call “Chinese virus 🦠“ than “Coronavirus” ‘cause it is the most accu… https://t.co/HcPz9tq4Oa	0	1240250699738480641
1460	@jazzy_saxophone @K0A0O0R0U0 @Sankei_news Hahaha no don't worry ,we will fuck those Chinese up ,let the Chinese virus pandemic end ,we are ready to destroy China 🇮🇳🇺🇲🇯🇵 😈	2	1244414445620625408
1461	@SkyNewsRicho Each country can order the vaccine, then remove the cost of the vax from the enormous debt that each country has amassed because of the Chinese virus. Global class action is required to recover the remaining economic &amp; human cost.....	0	1245109913711292416
1462	Japanese gov announced that gov send 2 pcs of Gaze masks to every household to protect from #COVID19.  They ll spend tons of tax to send only 2 garvage.  Nobody want this piece of shit.  Whoever decide this delivery shit, they are useless and retarded. #WuhanVirus #coronavirus https://t.co/zoq3mOxgF8	0	1245399872452227073
1463	@TIME China will eventually take that backlash. Silencing the doctors caused the huge #WuhanCoronavius outbreak happening right now.	0	1227583421662167041
1464	Comrade Tedros he is!   #WHO #CoronavirusOutbreak #COVID19 #WuhanVirus #coronavirus	0	1232215927803920385
1465	Coronavirus and Nepali in China: KP Oli has directed officials to bring back Nepali in Wuhan, China and Keep them s… https://t.co/uH5iEwvyz3	0	1225611530978217989
1466	@EricMMatheny truth is democrat liberals commies in government agencies have done nothing on purpose to cause the problem. why CDC has not since this coronavirus happened in early january any tests to see what destroys coronavirus on surfaces? demand they are thrown on streets!	0	1233744528932130822
1467	Ladies and gentlemen we didn’t get Fallout or Hokuto no Ken timeline  We got the Resident Evil Timeline  Great	0	1230376318413549569
1468	Why does no one including the person shooting the incident speak up to defend a fellow American? #becool2asians https://t.co/IcnIfeILn7	1	1249040486376955904
1469	Hey, I don’t know who needs to hear this but making a globally dangerous virus into an anime girl and giving her a traditional Chinese outfit is completely racist and also inconsiderate! Keep Corona-Chan off my fucking timeline, it’s horrible and I will block you dammit!!	1	1245082094042255361
1470	"Has .@LindseyGrahamSC had a stroke? Droopy mouth, saggy jowl...  He's on HANNITY saying that the #CoronaVirus is not that big a deal - people are panicking 'cos it's ""exotic &amp; came from China,""&amp; that ""Trump wants to grow the economy...""  These people are fucking idiots."	0	1237913937422643200
1471	What the actual fuck is wrong with people to think this behavior is okay. It's not the end of the world. Calm the f… https://t.co/nloYCkU626	1	1242128592076668930
1472	"""Stay strong. Stand up. Have a voice."" @redhongyi #antiAsianracism #KitaJagaKita #RacismIsAVirus #IamNotAVirus https://t.co/JqagvnutJl"	1	1248496527565193219
1473	BREAKING: South Korea confirms first coronavirus death	0	1230438320649359360
1474	More nutty than squirrel shit   #COVID19 #WuhanVirus	0	1237991835135553536
1475	Is China the most RACIST country in the world? https://t.co/kBReg3lCDx #ChineseWuhanVirus #RacismIsAVirus #Travel #China	0	1246012894703124480
1476	I would especially urge my fellow Jewish friends in the US to patronise their local Chinese restaurants/takeouts EXTRA atm. American Jews have a historic special bond with American Chinese food places. We need to help counteract this racist &amp; ignorant paranoia re: coronavirus	1	1230610409729617920
1477	Solidarity at China Market between #Jewish and #Chinese community   #IamNotAVirus #ShoppingAgainstPrejudice #Purim https://t.co/HNGLjnanBB	1	1236925666483937280
1478	End Travel From The UK Mr. @POTUS @realDonaldTrump   $aapl $amzn $agn $brk $ba $bhc $crm $cmg $f $ge $gm $ko $ibm $pep $tst $iep $wfc $ms $gs $jpm $bac $c $sbux $cpe $googl $cat $nwl $wynn $qsr $shak $mcd $kr $twt $mnk $bmy $pfe $fold $luv $dal $ual	0	1238067931503890432
1479	Holy fucking shit. 38,000 bodies unaccounted for. If this corona virus situation hasn't proved the Chinese government is one of the greatest forces of evil on the planet, I don't know what will	0	1246186908574769155
1480	@reb_femme Good spot, though more to find. Well, at least it will pass the time :) https://t.co/qRA5gXDPEF	0	1241106305995202560
1481	Just realised I have a #coronavirus patterned bath towel https://t.co/gA3RFo50dN	0	1230285588172955648
1482	Coronavirus: fears in Middle East too #coronavirus #Coronavirusmiddleeast #CoronaVirusUpdates  #CoronavirusOman #CoronavirusUAE #COVID2019 #COVID19 #Covid19UAE #nCoV19 #WuhanCoronavirus #ChinaVirus #ChinaCoronaVirus #Coronavid19  https://t.co/56dndOUn2r	0	1233666919510630400
1483	@HuXijin_GT As the Chernobyl disaster revealed how far the Soviet Union had to go in implementing Glasnost, COVID-19 reveals that likewise, China has far to go in becoming more candid, more open with regard to the tragic consequences of animal markets and eating bats.	0	1246502601857925121
1484	Also! I’m sorry about my sudden hiatus the past few weeks! Things have been very stressful here due to Covid-19 Everyone stay safe💕	0	1246565952420003844
1485	He’s STILL CALLING IT A CHINESE VIRUS🤬🤬🤬 #RacistInChief #RacismIsAVirus	1	1240309182705868801
1486	Reconciliation Is Not Dead!  Protesters Are Just F#@!ing Idiots With No Coherent Plan Or Thoughts  You don't speak for me  #Blockade! #Covid_19 #COVID19 #COVIDー19 #Wetsuweten #cdnpoli #Coronavirus #China #Wuhan #FreeChina #XiJinping #Pandemic #Quarantine #MartialLaw #BioWeapon	0	1232302135775199232
1487	I think about my older #AsianAmerican parents often.  On top of everything with #COVID19, it's a pretty terrible feeling for now increased cases of xenophobic attacks to be the reason why I'm calling them every evening.  So yes, please watch out for one another. #IamNOTaVirus	1	1240591547613265921
1488	@marcorubio True, people are struggling but that doesn’t make it right to call this the Chinese  virus.  It’s racist and you know it.	0	1241428641344610305
1489	#RacismIsAVirus aims to combat the rising xenophobia against Asians and Asian-Americans amid the global coronavirus pandemic. https://t.co/azi4irUUGT	1	1242824129943711746
1490	What?!  Americans have to go to work wearing a mask after being in contact with someone with covid 19?!  Outrageous	0	1241856243389665281
1491	(3-28-10)  can not be stopped by anything. Goddess and Leela was having Knowledge body so they entered through small holes of chink and to inner palace, they had no difficulty in doing so. Had they been having physical bodies they had to exert a lot,	0	1245613032434053121
1492	Sad truths. Despicable what people are doing to our brothers and sisters in the Asian community. #WashTheHate https://t.co/nb7iS8534M	1	1245359905214734336
1493	China got some evil shit up their sleeve	2	1245884589505228800
1494	#SaudiArabia pleads with Muslims to delay #hajj2020, in face of #COVID19.  Erdogan wants ordinary Turks to donate money for #coronavirus treatment. Skepticism follows.  Another chance to put hugely popular @GiGiHadid on front page.	0	1245115754799865856
1495	Join the #washthehate campaign! 💖 #coronavirusracism @crazywokeasians https://t.co/bA1QOeAqi7	1	1241186002816753664
1496	Readers thrash Cincinnati newspaper for publishing editorial advising parents to give their kids COVID-19 – Raw Story https://t.co/dZ1E0yFEpa	0	1251164638210899968
1497	Can we also pass an anti-racism or anti-Sino phobia ordinance and stop calling it the Chinese virus!? Or anti Sino-phob	0	1245775549810667526
1498	#Coronavirius #coronavirus #nCoV #CDC #CoronaOutbreak #ChinaVirus #WorldHealthOrganisation China lab maybe responsible for leaking nCov? Unexplained: Why is virus in Iran? Accusations that Russia is behind disinformation campaign? What is going on here?	0	1232285604307783680
1499	Two weeks ago, your entire party was criticizing his interest in shutting down the border to China saying it was racist and unnecessary. Every single thing is turned as a politicized weapon.	0	1232413161371860996
1500	So @realDonaldTrump can’t do any part of his job but he especially can’t deal with this too much science he needs to listen to others  he’s fired anyone competent to handle this he’s too busy kissing China’s ass so new world pandemic here we come	0	1232295158584152064
1501	@linzcom We're to have them Corona correction, and it's going to be biblical	0	1225723022490779649
1502	Here’s this retard cleaning his shoes with face masks just produced. The West needs to get its act together and get manufacturing back! #WuhanVirus #WuhanCoronaVirus #ChinaVirus	0	1245315016963903489
1503	@JingShenWinnie #Chinazi #ChineseVirus #ChinaVirus #racism #RacismIsAVirus  Racism is a kind of virus as well. https://t.co/TP0HUEn5NZ	1	1247510825071448065
1504	Go out n bring home the V so that the locked in 6% seniors are sitting ducks. This time Sir Rajiv has proven that all logical folks can also have chink in their armour..	0	1245938221810200577
1505	if we change the human DNA #ThursdayMotivation #DNA #TheDestinyOfLife #SocialJusticeDay #human #DelhiRiots2020 #coronavirus #China #IndiaAgainstCAA   if we change the human DNA .. click hear to this link to know everything    https://t.co/4kIjKKbsd7 https://t.co/2NmYipKTW9	0	1232847785994539008
1506	I'm losing my mind 😵 quarantine is making me mad. #Chinese douchebags ate shit infected everyone with this #ChineseVirus and now the whole world is suffering for them. Bloody shitbags! Bloody ban #china ban Chinese people!😤  #Coronavirus	2	1244262818595000325
1507	I don’t believe for ONE SECOND the Chinese coronavirus death toll is only 81. They STAY lying about shit like that	0	1221817218410991617
1508	@XyphosAurelias Yes, but China knew where the outbreak started and quaranetened a whole ass city, and rapidly built… https://t.co/GrNMFGX0JY	1	1243686788566261760
1509	#IAmNotAVirus #我不是病毒  Believe in science,not rumors，GO China! https://t.co/wfbojTGtjw	1	1227048240362606592
1510	Never seen such a insensitive race as a Chinese!!   #ChineseVirus19  #ChineseBioterrorism  #ChinaLiedPeopleDie   Fuckers!!	0	1244555955091566592
1511	It is not COVID-19 but #WuhanVirus	2	1237945541989826565
1512	@Imamofpeace FUCK CHINA......... #ChinaVirus  #ChinaVirus19  #ChinaLiedPeopleDied https://t.co/1IaIM4iJLv	2	1244492852081680384
1513	To all my Asian friends: I will stand by you and support you in these difficult times. You are not alone!💜  #RacismIsAVirus	1	1243233350535561221
1514	There is rightful discussion about Chinese wet markets that would never be allowed on here about halal. #RacismIsAVirus	0	1244365899513171975
1515	It's hilarious how Andrew Yang was smeared as a defacto white person because Asians are somehow basically white people. Pretty sad to see other minority groups say that about another minority group who faces racism daily.	1	1237930089712476160
1516	@BarackObama Fuck you . It’s a Chinese virus moron.  It’s not the result of climate it’s the result of countries that eat weird shit like bats.	2	1245094790523428864
1517	The virus is a mathematician! It can kill 2.1% people accurately. ▪️ #ChinaLies #CCP #Chinazi #BoycottChina #WuhanCoronavirusOutbreak #AnywherebutChina.▪️	2	1232848267278340097
1518	🗞️ News&amp;Rumors 3️⃣/3️⃣ #outbreak2020 - #COVID19 - #WuhanVirus  ⭕ Coronavirus 'could cost global economy $1.1tn in lost income' - https://t.co/iXsgHkYpqs  ⭕ Sony cancels PAX East attendance over coronavirus concerns - https://t.co/iP8856R5LR	0	1230283375916744704
1519	"This tweet and the responses to it are proof enough that leftist pieces of shit don't deserve even a tiny sliver of humanity from right-leaning people like us. Stop this ""there has to be a difference between us and them"" bullshit. Fight the monster by becoming one. #WuhanVirus"	0	1237971244860895232
1520	Everything is just going on in a so fucking familiar way, it’s not a Dejave, and nothing you can do about it.  China has been through all of these steps, the US is copying the defection of them but not affordable for the further coming perfection. @realDonaldTrump @EpsilonTheory	0	1232895918975766528
1521	@tom_cruise31 @hussain_imtiyaz What u want. I am not going to feed in Chinese propaganda. They eat shit and spread virus. This is not the 1st time. Who the hell is going to pay for the loss of lives, economic damage and debt burden in so many countries. CPC is an evil regime &amp; must rightfully be maligned.	2	1244918878301388802
1522	China leaked that shit from a lab 100%	2	1230596778690568221
1523	Hollywood slams coronavirus-related racism toward Asian Americans: 'Call it out' #WashTheHate https://t.co/qaqHlQ7o3M via @Yahoo	1	1241629425491480576
1524	Wait till the first white causality of Corona virus then they'll be crying its a bioweapon against white people despite the hundred thousands non white causalities. FACT	0	1232377343345213440
1525	@pushforward40 @charliekirk11 The Chinese have been trying to kill us for a very long time. Poisoning our dogs, tainted Sheetrock, and now biologically producing a virus that kills massive amounts of people worldwide.	2	1245165663808880640
1526	fucking asshole Chinese destroyed everything with their fucking damn culture . fuck you . fuck you . fuck you . #fuckchina	2	1245061372683194369
1527	@columbine459 @chrismartenson If people appreciate that two weeks is really NOT a lot of time, in the span of one's entire life, to sit tight and quarantine in place, we may not have community spread. If people don't follow public health instructions, we may be no better off than China:https://t.co/g382smCsv3	0	1231114608376594432
1528	How abysmally reckless can #IMPOTUSthe3RD be?! Calling #COVID19 A FUCKING HOAX??  This is how people fucking die you son of a bitch! My fucking ghad I sincerely hope your #MAGATS don't REALLY believe your fucking lies. Your LIES cost LIVES @realDonaldTrump this ISNT China, ass.	0	1233661416202231808
1529	#auspol - all you idiot politicians playing with #Australian lives for the sake of $$$ 💰 from the #Chinese - your disservice to the public won’t be forgotten at the ballot office. All the retarded bureaucrats who think you are safe, #Coronavirus affects you too. #TravelBan	0	1231375381115985920
1530	2.5 billion...Can we not put a $$$ tag on it, please? #Coronavirius #coronavirus #TheMoreYouKnow #Korean #WritingCommunity #CoronavirusOutbreak #COVIDー19 #covid19italy #COVID19spain #WuFlu #Pandemic #IfImMadItsBecause #TuesdayThoughts #viral #virusoutbreak #WHO #CDCTRAVELNOTICE	0	1232255748496875520
1531	All #Duterte needed to do was read the script and he still couldn't help himself from sucking Chinese dick! SICK OLD MAN! #CoronavirusPandemic #COVID19 #coronavirus	2	1238097383868653570
1532	Hey Asshole. Did u see Trumps Presser on Coronavirus? 15 Cases in All of the U.S.. Did you Hear the HEAD OF CDC speak? Vaccine being developed.  Coronavirus cases n China Dropping. Okay now that Iu know the Truth stick your head back up Chuck Schumer's lying Ass.	0	1232830437321531392
1533	Sending love and support to all our Asian American students, staff and faculty. #RacismIsAVirus @WSUVancouver	1	1241523493167960064
1534	Yes I am Chinese BUT I am NOT a virus!  #IAmNotaVirus  https://t.co/dqnQy5bN5Y	1	1240589780448161793
1535	Because of the decline in business at Chinese restaurants because of Coronavirus-amplified racism, Mandy and I are gonna feast on a bunch of Chinese takeout today.	1	1230582673439100933
1536	Fuck this Chinese virus	2	1244783837911056384
1537	Fuck China,spreading the virus all over the world,shame on you! #WuhanHealthOrganisation #ChinaLiedPeopleDied #ChinaIsAsshoe #ChinaVirus	2	1245308895662202882
1538	@DailyCaller Dr. Birx: common Chinese people didn't know there was human-to-human transmission till Jan 18th. Chinese government informed US even earlier than common Chinese people. No excuse for virus spreading in America.	0	1246417955119869953
1539	@OzonePharma,  #Healthcare delivery needs many people. Doctors are just a part of it. Let's recognize the efforts &amp; dedication of all #healthworkers &amp; not just Doctors.  Such videos say that you are concerned Just for sales by buttering them. #DoctorsSpeakUp #COVID19 #Coronavirus https://t.co/kwMYEeJyJ4	0	1245164143407017984
1540	Just when I think shit can’t get more fucked up, the Chinese virus got Joe Exotic https://t.co/8r6cPEmjKL	0	1246023449983803399
1541	#IAmNotAVirus: The internet is fighting rising anti-Chinese sentiment over the #coronavirus outbreak. https://t.co/QJzbyhJThw	1	1225861379183316994
1542	@IronMarkG Just a chink in the armor	0	1246161254542192643
1543	#Brazil has #carnival tonight. And imagine if this shit gets in a favela #coronavirus #WuFlu	0	1232444538536378369
1544	fucking Chinese virus!!	2	1244975147850833921
1545	"@annjayloo ""why i got covid-19"" charot HAHAHAHHA"	0	1244505122622722048
1546	Why do we have to be so divisive and cruel about this pandemic? This is not how problems are solved. Any good leader knows that (1/8)	0	1242873031011094528
1547	@realDonaldTrump @CNN @CDCgov Both Trump and the Chinese government thinks Coronavirus is not that bad. Yup, we see how that turns out in China. It’s more threatening then the commies Trump supporters are scared shitless about. But yet, Trump going to take the backseat and divert funds from CDC to the wall?!?	0	1232926426753458177
1548	@mattwander12 I barback on the weekends and I hear that stupid shit all the time to the point where I wish we actually had the coronavirus in a bottle 😂	0	1230515621315710977
1549	@SebGorka Yes we have the facts. Racist assholes call it the Chinese Wuhan Virus.   #RacismIsAVirus	1	1242254603934150656
1550	You fucking evil pieces of shit @china #china #fuckchina #evilonearth	2	1246218366798397441
1551	There are serious concerns in the Asian American community about scapegoating and becoming the targets of misplaced fear and anger. Come join me and post a video to #WashTheHate. Let’s not discriminate and we can overcome Covid-19 together! 💪 https://t.co/xk1WLezcBn	1	1240462996582825984
1552	Trump says the coronavirus is a hoax. Put your money where your mouth is, bitch - go to China. Now. #Coronavid19	0	1233759995902201859
1553	Rest of the world's freaking out about coronavirus while my mum's running around the house looking for a yoghurt thermometer #sendhelp #orathermometer	0	1239568427100123136
1554	Every single time somebody tweets ‘Chinese Virus’, we should all reply wif the hashtag #MaralagoVirus https://t.co/Mx3DzZ0QjZ	0	1240316000819609606
1555	I would especially urge my fellow Jewish friends in the US to patronise their local Chinese restaurants/takeouts EXTRA atm. American Jews have a historic special bond with American Chinese food places. We need to help counteract this racist &amp; ignorant paranoia re: coronavirus	1	1230374271219884032
1556	@linuxpirategeek @dinamita_uno @wester_sou @SkyNewsAust @Vault82 Australia exports food to the origin off the #Chinavirus China gives us shit cheap socks and shit cheap tvs. So we can keep the food and China can have their sock and keep eating bats.	2	1246395595230572544
1557	@NortherntreeY @Lyndsayunihead @sarahgrowls @rose_k01 @CorneliaLG Go suck Chinese Dick. Chinese virus	2	1244471456031014913
1558	China 'comprehensively bans' wildlife trade over coronavirus - a positive from a negative #AnimalWelfare  https://t.co/CRY7t8Lxn9	0	1231962077666926601
1559	Please help trend this🙏🏻 #티오피_팬미팅_취소해 #엠비케이_팬미팅_취소해 #플레이엠_팬미팅_취소해 #포켓돌즈_팬미팅_미뤄  #아티스트_보호해_스케줄_취소해 #모든아티스트_스케줄_취소해 W… https://t.co/3GQv9sCK2I	0	1221087940555620352
1560	amazing how a plague can fuck up everything a county had going for it	0	1230339828358602757
1561	@BobSegallWTHR Hurts NO ONE.The virus ORIGINATED IN https://t.co/bpc6baJA2X’s not a poor reflection on the Chinese… https://t.co/TjQxJkzrUz	0	1240294270931795968
1562	"@JustinTrudeau I AM INVINCABLE,FOR I RESEARCH AND KNOW FOR A FACT THIS IS AN ENGINEERED CRISIS TO DISCREDIT CHINA ALL BECAUSE AMERICUNT TRIED TO FUCK THEM OVER WITH A 25% TARIFF AND CHINA EMPHATICALLY SAID NO,THATS WHAT THIS ""VIRUS"" IS ALL ABOUT,BUT THE CHINESE WROTE THIS BOOK. https://t.co/SQIHLpPbpp"	0	1246067527651938304
1563	sickening how y'all are using this corona virus outbreak as an excuse to be racist to asians	0	1222703699811807232
1564	The number of Coronavirus cases in Korea has jumped to 82	0	1230301228963221506
1565	@BryanJackson91 @Theo6777 Bryan’s right. The US media will try to make China look bad throughout all of this cause it’s “the Chinese virus”. If this is true, it’s wrong. But if it isn’t, America looks like complete shi... we already do look like shit but this digs us in a bigger hole of shit	0	1245409291529420800
1566	Asians facing discrimination, violence amid coronavirus outbreak https://t.co/yPuwRFw2xK via #washthehate	1	1240311288972087299
1567	"""Apparently the coronavirus enters a human body through some connection with something called the ACE2 receptor. East Asians and men have more than say white Europeans and women. Being a white woman seems to be the way to have much lesser risk."" https://t.co/zSDvzNs1ZX"	0	1232110373811060737
1568	No one: China people 😂 https://t.co/kBxHOWBkDv	0	1235066360754925575
1569	@SpicyKoreanQ The world would be a much better place without Asian in European people... that Chinese coronavirus virus got Asians saying stupid shit... you're just Another slant-eyed Monster who practices anti-black rhetoric through tweet	2	1244465088519647232
1570	Fuck the Chinese. Fuck the Europeans too. The Spanish, the Dutch, all them.	2	1246496312889090048
1571	@CuomoPrimeTime @ChrisCuomo BOCOc, little ted lieu seems hurt. Found the source of the “WUHAN virus” term, leading to FAKE outrage. If you spent a little more time, TELLING THE TRUTH, instead of FVCKING AROUND LIKE A LITTLE BITCH stooge, We’d be better off! https://t.co/QeBdgVthev	0	1237493715477729281
1572	The President is knowingly inciting hate against Asian Americans #StopAAPIHate #COVID19 https://t.co/zyUmi8nPmP	1	1241010481801773056
1573	#becool2asians not cool. We did nothing wrong!! An attack on one. Is an attack on all!!! https://t.co/pgFQBoqO4q	1	1243570099828768769
1574	Somehow I’m thinking the corona virus is a man-made bioweapon.. but shit, what do I know.	0	1237983891157180416
1575	This was what I was looking for most at PAX East next week.  Even I am not as mad as some of these dummos in the comments tho	0	1230557854374879232
1576	Fuck China scums of the Earth disgusting pieces of shit learn how to not kill off your whole population of pigs, chickens, and humans. #coronavirus #wuhanflu #ccp #africaswine #pigs #chickenflu nasty nasty China 🖕 clean your fucking country.	2	1232343696693174272
1577	"@PaulyDeez @WGNNews You're drinking the orange koolaid, dude.    While cadet bone spurs was calling it a ""democrat hoax"" and ""chinese virus"" pompeo was giving away 18 tons of PPE that could be saving health care workers' lives here NOW. America first, my ass. https://t.co/sFRbkRwOQg"	0	1244328618291007490
1578	I really want sex! Who wants to eat my pussy? #bouncingtits https://t.co/77udqiQLxO https://t.co/77udqiQLxO #Centennial #coronavirus https://t.co/3zHYAEF2Mk	0	1230611722731446279
1579	Another Wuhan hospital chief 'is hospitalised after contracting coronavirus while treating patients' #CoronavirusOutbreak https://t.co/YtvbWMSHO9	0	1230394065004453888
